Open time,Open,High,Low,Close,Volume,ATR,EMA50,EMA144,EMA200,Boll50,Boll144,Boll200,ROC50,ROC144,ROC200,CrxFM,CrxFS,CrxMS,RSI,Engolfo,FuCandle,Structure,StructTop,StructBottom,StructPD,VelaBull,ImbLow,ImbHigh,sma,sd,lb,ub,signal_BB,signal_rsi,MMS,Long,Short
2015-02-20 04:00:00+03:00,1.13682,1.13722,1.13614,1.13643,2961,0.00346,1.13786,1.14581,1.15111,-0.35534,-0.92506,-0.71587,0.01055,-0.35742,-0.65247,-0.0069955914574587,-0.0116593190957647,-0.0046637276383059,45.88983078865684,0,0,-1,1.1679,1.11145,0.442516,False,0.0,0.0,1.138577,0.0024981405716746,1.133580718856651,1.1435732811433492,0,0,False,0,0
2015-02-20 08:00:00+03:00,1.13643,1.13671,1.13034,1.13308,13806,0.00367,1.13768,1.14564,1.15093,-1.1401,-1.25997,-0.87961,-0.00967,-0.35834,-0.64314,-0.0070250997281745,-0.0116937903766724,-0.0046686906484979,39.562163360727546,-1,0,-1,1.1679,1.11145,0.383171,False,1.1353,1.13614,1.138548,0.0025608049721367,1.1334263900557269,1.1436696099442736,-1,0,False,0,0
2015-02-20 12:00:00+03:00,1.1331,1.1353,1.12788,1.13129,16986,0.00394,1.13743,1.14544,1.15073,-1.5047,-1.44395,-0.96919,-0.03076,-0.36447,-0.63725,-0.0070804126262939,-0.0117564903782408,-0.0046760777519469,36.653859330876365,0,0,-1,1.1679,1.11145,0.351461,False,0.0,0.0,1.1382915,0.0030037788043264,1.132283942391347,1.144299057608653,-1,0,False,0,0
2015-02-20 16:00:00+03:00,1.13128,1.14229,1.12861,1.13921,19506,0.00464,1.1375,1.14535,1.15062,0.43798,-0.63904,-0.57464,-0.01231,-0.36103,-0.62443,-0.0068907400742621,-0.0115167528374926,-0.0046260127632305,53.086698490413454,1,0,-1,1.1679,1.11145,0.491763,True,1.1353,1.13652,1.1383245,0.0030103863626932,1.1323037272746137,1.1443452727253864,0,0,False,0,1
2015-02-20 20:00:00+03:00,1.13921,1.14231,1.13652,1.13785,12826,0.00472,1.13751,1.14525,1.15049,0.09021,-0.78528,-0.64358,-0.01758,-0.36279,-0.6142,-0.0068023025882146,-0.0114074790174451,-0.0046051764292304,50.65658389988942,0,0,-1,1.1679,1.11145,0.467671,False,0.0,0.0,1.138142,0.0029169316972418,1.1323081366055163,1.1439758633944836,0,0,False,0,1
2015-02-23 00:00:00+03:00,1.1394,1.13952,1.13579,1.1377,4736,0.00465,1.13752,1.14515,1.15036,0.04969,-0.80436,-0.65247,-0.03076,-0.36369,-0.60397,-0.0067065131405465,-0.0112859277489671,-0.0045794146084206,50.38264165860713,0,0,-1,1.1679,1.11145,0.465013,False,0.0,0.0,1.1379415,0.0027939978431321,1.1323535043137356,1.1435294956862645,0,0,False,0,1
2015-02-23 04:00:00+03:00,1.13771,1.13928,1.13738,1.13772,3583,0.00445,1.13753,1.14504,1.15024,0.05416,-0.80546,-0.65177,-0.04394,-0.36112,-0.59286,-0.0066009211405267,-0.0111714657384945,-0.0045705445979677,50.42114009235079,0,0,-1,1.1679,1.11145,0.465368,True,0.0,0.0,1.1377775,0.0026996956456249,1.13237810870875,1.14317689129125,0,0,False,0,1
2015-02-23 08:00:00+03:00,1.13771,1.13809,1.131,1.13121,12474,0.00464,1.13728,1.14485,1.15005,-1.66978,-1.53279,-0.98981,-0.07029,-0.36725,-0.58694,-0.0066919493285949,-0.0112887969519363,-0.0045968476233414,39.63972568484379,-1,0,-1,1.1679,1.11145,0.350044,False,1.13205,1.13738,1.137348,0.0030247306970263,1.131298538605947,1.1433974613940527,-1,0,False,0,1
2015-02-23 12:00:00+03:00,1.13122,1.13205,1.12947,1.13197,14028,0.00449,1.13707,1.14467,1.14987,-1.40681,-1.46064,-0.94957,-0.08523,-0.37165,-0.5793,-0.0067139588504996,-0.0113077201692623,-0.0045937613187627,41.21992015168436,0,0,-1,1.1679,1.11145,0.363508,True,0.0,0.0,1.136896,0.0031225620384984,1.130650875923003,1.1431411240769969,0,0,False,0,0
2015-02-23 16:00:00+03:00,1.13204,1.13597,1.13168,1.13304,13208,0.00448,1.13691,1.14451,1.1497,-1.07404,-1.33769,-0.89184,-0.09754,-0.37603,-0.57423,-0.0067076184424202,-0.0112882157734941,-0.0045805973310739,43.46400483670369,1,0,-1,1.1679,1.11145,0.382462,True,1.13205,1.1327,1.136585,0.0031838680546679,1.130217263890664,1.142952736109336,0,0,False,0,1
2015-02-23 20:00:00+03:00,1.13307,1.13514,1.1327,1.1334,7142,0.00433,1.13677,1.14436,1.14954,-0.95034,-1.29715,-0.87088,-0.10545,-0.37955,-0.56656,-0.0066966649020645,-0.0112669842950414,-0.0045703193929768,44.235389762428326,0,0,-1,1.1679,1.11145,0.38884,True,0.0,0.0,1.1363875,0.003255620039588,1.129876259920824,1.1428987400791764,0,0,False,0,1
2015-02-24 00:00:00+03:00,1.13335,1.134,1.13304,1.13395,4241,0.00409,1.13666,1.14422,1.14938,-0.79904,-1.23751,-0.83989,-0.11073,-0.3822,-0.55976,-0.0066669606243661,-0.0112174258124256,-0.0045504651880594,45.45974692836504,0,0,-1,1.1679,1.11145,0.398583,True,0.0,0.0,1.136375,0.0032649276610119,1.1298451446779765,1.142904855322024,0,0,False,0,0
2015-02-24 04:00:00+03:00,1.13396,1.13405,1.13231,1.13298,4959,0.00392,1.13652,1.14406,1.14922,-1.03806,-1.36538,-0.89191,-0.11776,-0.38572,-0.55468,-0.0066550159755689,-0.0112093770410774,-0.0045543610655085,43.63993189397719,-1,0,-1,1.1679,1.11145,0.381399,False,0.0,0.0,1.136043,0.0032551725639535,1.1295326548720932,1.142553345127907,0,0,False,0,0
2015-02-24 08:00:00+03:00,1.13297,1.13413,1.12993,1.13027,11001,0.00394,1.13627,1.14387,1.14903,-1.73448,-1.71163,-1.0388,-0.12394,-0.38752,-0.55391,-0.0067240570837057,-0.0112893379458006,-0.0045652808620949,38.94881047855215,-1,0,-1,1.1679,1.11145,0.333392,False,0.0,0.0,1.135477,0.0032239075669231,1.1290291848661538,1.1419248151338464,0,0,False,0,0
2015-02-24 12:00:00+03:00,1.1303,1.13396,1.12962,1.13326,12655,0.00397,1.13616,1.14373,1.14887,-0.84859,-1.37305,-0.87226,-0.11166,-0.3841,-0.55312,-0.0066798439899051,-0.0112154315867497,-0.0045355875968446,45.86345313097159,0,0,-1,1.1679,1.11145,0.38636,True,0.0,0.0,1.1350440000000002,0.0028757706518724,1.1292924586962554,1.140795541303745,0,0,False,0,0
2015-02-24 16:00:00+03:00,1.13327,1.13577,1.129,1.13352,18480,0.00417,1.13605,1.14358,1.14872,-0.73827,-1.35777,-0.85526,-0.12747,-0.37981,-0.55319,-0.0066430235020114,-0.0111775707530524,-0.0045345472510409,46.43161360619808,0,1,-1,1.1679,1.11145,0.390965,True,0.0,0.0,1.134746,0.0026950195781073,1.129355960843785,1.1401360391562148,0,0,False,0,1
2015-02-24 20:00:00+03:00,1.13354,1.13464,1.13308,1.13397,7687,0.00399,1.13597,1.14345,1.14857,-0.58019,-1.33325,-0.82808,-0.13538,-0.37725,-0.55327,-0.0065962944345971,-0.0111114050636261,-0.0045151106290289,47.459391831317625,0,0,-1,1.1679,1.11145,0.398937,True,0.0,0.0,1.134598,0.002649664526941,1.129298670946118,1.139897329053882,0,0,False,0,0
2015-02-25 00:00:00+03:00,1.13395,1.13516,1.13359,1.13447,5296,0.00381,1.13591,1.14333,1.14843,-0.41557,-1.29878,-0.7996,-0.14154,-0.37642,-0.55592,-0.0065404990876796,-0.0110359903743599,-0.0044954912866802,48.63854531180557,0,0,-1,1.1679,1.11145,0.407795,True,0.0,0.0,1.134445,0.002558219981501,1.1293285600369978,1.139561439963002,0,0,False,0,1
2015-02-25 04:00:00+03:00,1.13448,1.13498,1.13418,1.13477,3985,0.0036,1.13587,1.14321,1.1483,-0.31661,-1.2926,-0.78141,-0.14593,-0.37993,-0.5577,-0.0064682711033955,-0.0109537615552051,-0.0044854904518096,49.37271393976942,0,0,-1,1.1679,1.11145,0.413109,True,0.0,0.0,1.1343465,0.0025025235158606,1.1293414529682786,1.1393515470317213,0,0,False,0,0
2015-02-25 08:00:00+03:00,1.13479,1.1388,1.13478,1.13676,13083,0.00363,1.1359,1.14312,1.14818,0.24896,-1.03788,-0.66642,-0.12134,-0.38083,-0.55431,-0.0063513846370386,-0.0108026320419438,-0.0044512474049052,54.0633754261286,1,0,-1,1.1679,1.11145,0.448361,True,0.0,0.0,1.1343425,0.0024983886912766,1.1293457226174468,1.1393392773825533,0,0,False,0,1
2015-02-25 12:00:00+03:00,1.13675,1.1371,1.13353,1.13484,14302,0.00362,1.13586,1.14301,1.14805,-0.3066,-1.39072,-0.77892,-0.10641,-0.3826,-0.55352,-0.0063004476401959,-0.0107416023404179,-0.0044411547002219,49.31583499999226,0,0,-1,1.1679,1.11145,0.414349,False,0.0,0.0,1.1342630000000002,0.0024533588147174,1.1293562823705654,1.139169717629435,0,0,False,0,1
2015-02-25 16:00:00+03:00,1.13484,1.1368,1.13393,1.13627,12955,0.00357,1.13588,1.14291,1.14793,0.12243,-1.13236,-0.69571,-0.0906,-0.38177,-0.55099,-0.0061869098013677,-0.0106048738416044,-0.0044179640402367,52.65084570930429,0,0,-1,1.1679,1.11145,0.439681,True,0.0,0.0,1.1344225,0.0024759918268004,1.129470516346399,1.1393744836536008,0,0,False,0,1
2015-02-25 20:00:00+03:00,1.13626,1.13655,1.1353,1.13606,6658,0.0034,1.13588,1.14282,1.14782,0.05505,-1.15215,-0.70837,-0.07829,-0.38267,-0.54846,-0.0061088322799851,-0.0105100082742109,-0.0044011759942257,52.10859239000831,0,0,-1,1.1679,1.11145,0.435961,False,0.0,0.0,1.134661,0.0023864902659637,1.1298880194680725,1.1394339805319278,0,0,False,0,1
2015-02-26 00:00:00+03:00,1.13593,1.13702,1.13577,1.13645,5209,0.00325,1.13591,1.14273,1.1477,0.17248,-1.0706,-0.68729,-0.06598,-0.38096,-0.54851,-0.0060011439130626,-0.0103744115447225,-0.0043732676316599,53.07515438718878,0,0,-1,1.1679,1.11145,0.44287,True,0.0,0.0,1.1345230000000002,0.0021805071838941,1.1301619856322118,1.1388840143677883,0,0,False,0,1
2015-02-26 04:00:00+03:00,1.13643,1.13731,1.13625,1.13629,3318,0.00309,1.13592,1.14264,1.14759,0.11767,-1.08276,-0.70051,-0.05279,-0.37665,-0.54598,-0.0059139832261131,-0.0102702655132053,-0.0043562822870922,52.60607315484664,0,0,-1,1.1679,1.11145,0.440035,False,0.0,0.0,1.134445,0.0020808563520727,1.1302832872958544,1.1386067127041457,0,0,False,0,1
2015-02-26 08:00:00+03:00,1.13628,1.13745,1.13442,1.13727,10783,0.00309,1.13597,1.14257,1.14749,0.42047,-0.91556,-0.6443,-0.0264,-0.36798,-0.54344,-0.0058033712311062,-0.0101295206942942,-0.0043261494631879,55.21680713357573,0,0,-1,1.1679,1.11145,0.457396,True,0.0,0.0,1.1344235,0.0020474072821532,1.1303286854356935,1.1385183145643063,0,0,False,0,1
2015-02-26 12:00:00+03:00,1.13727,1.13791,1.12438,1.12583,14993,0.00384,1.13558,1.14234,1.14727,-2.89833,-2.86755,-1.37348,-0.05105,-0.37935,-0.54699,-0.0060044589325207,-0.0103834504321256,-0.0043789914996048,32.62425900396799,-1,0,-1,1.1679,1.11145,0.254739,False,1.12622,1.13442,1.133829,0.0026710768575644,1.1284868462848712,1.1391711537151288,-1,0,False,0,1
2015-02-26 16:00:00+03:00,1.12579,1.12622,1.11871,1.11943,18797,0.0041,1.13494,1.14202,1.14699,-3.8151,-3.8632,-1.78281,-0.09771,-0.40118,-0.55575,-0.0063246473651768,-0.010764406885647,-0.0044397595204701,26.172504402131235,-1,0,-1,1.1679,1.11145,0.141364,False,1.12032,1.12438,1.13324,0.0041618062880219,1.1249163874239565,1.1415636125760438,-1,-1,False,0,1
2015-02-26 20:00:00+03:00,1.11952,1.12032,1.11834,1.11975,8602,0.00395,1.13435,1.14171,1.14672,-3.17276,-3.74944,-1.76436,-0.14261,-0.42214,-0.56191,-0.0065728957356553,-0.0110471087296271,-0.0044742129939718,26.95037944168303,0,0,-1,1.1679,1.11145,0.147033,True,0.0,0.0,1.132629,0.0051401043405413,1.1223487913189174,1.1429092086810828,-1,-1,False,0,0
2015-02-27 00:00:00+03:00,1.11975,1.12126,1.11927,1.12039,6006,0.00381,1.1338,1.14142,1.14646,-2.64824,-3.63328,-1.72676,-0.18575,-0.43875,-0.5698,-0.0068012031524738,-0.0112996367336374,-0.0044984335811636,28.57136348146423,1,0,-1,1.1679,1.11145,0.15837,True,0.0,0.0,1.1319965,0.0058201820147042,1.1203561359705916,1.1436368640294086,0,-1,False,0,1
2015-02-27 04:00:00+03:00,1.12039,1.12151,1.12021,1.12147,4504,0.00363,1.13332,1.14115,1.14621,-2.18729,-3.43203,-1.66253,-0.2245,-0.45101,-0.57941,-0.0069819076747483,-0.0114938429026187,-0.0045119352278704,31.34016604303425,1,0,-1,1.1679,1.11145,0.177502,True,0.0,0.0,1.1314,0.0062632470139675,1.118873505972065,1.143926494027935,0,0,False,0,1
2015-02-27 08:00:00+03:00,1.12146,1.12314,1.11965,1.12209,13149,0.00362,1.13288,1.14088,1.14597,-1.89085,-3.25517,-1.6318,-0.26587,-0.46414,-0.58988,-0.0071295528879143,-0.0116657309128499,-0.0045361780249356,32.947070307427026,1,0,-1,1.1679,1.11145,0.188485,True,0.0,0.0,1.130807,0.0065633657123281,1.1176802685753435,1.143933731424656,0,0,False,0,1
2015-02-27 12:00:00+03:00,1.1221,1.12446,1.12032,1.12259,16090,0.00366,1.13247,1.14063,1.14574,-1.66264,-3.09684,-1.60763,-0.29845,-0.47467,-0.60035,-0.0072689049430334,-0.0118208785041732,-0.0045519735611398,34.28283232553952,0,0,-1,1.1679,1.11145,0.197343,True,0.0,0.0,1.1302875,0.0067896096120684,1.1167082807758633,1.143866719224137,0,0,False,0,1
2015-02-27 16:00:00+03:00,1.12261,1.12293,1.11758,1.11943,16855,0.00378,1.13196,1.14034,1.14548,-1.99812,-3.52074,-1.83385,-0.34511,-0.48868,-0.61342,-0.007485952672342,-0.0120775751945186,-0.0045916225221765,30.18956632244808,-1,0,-1,1.1679,1.11145,0.141364,False,0.0,0.0,1.1297454999999998,0.0072106897801352,1.1153241204397293,1.1441668795602704,0,0,False,0,1
2015-02-27 20:00:00+03:00,1.11944,1.12072,1.1183,1.11957,7608,0.00368,1.13148,1.14005,1.14522,-1.83256,-3.41191,-1.82561,-0.38736,-0.5027,-0.62477,-0.007654724581759,-0.0122725689327151,-0.004617844350956,30.584998718483497,0,0,-1,1.1679,1.11145,0.143844,True,0.0,0.0,1.129061,0.0075033507602714,1.1140542984794573,1.144067701520543,0,0,False,0,1
2015-03-02 00:00:00+03:00,1.11805,1.11863,1.11597,1.11723,6529,0.00367,1.13092,1.13974,1.14494,-2.01797,-3.67523,-1.99545,-0.4393,-0.515,-0.63958,-0.007894524851642,-0.0125488932449004,-0.0046543683932584,27.755121764280304,-1,0,-1,1.1679,1.11145,0.102391,False,0.0,0.0,1.1282465,0.0078690829232332,1.1125083341535336,1.1439846658464663,0,-1,False,0,0
2015-03-02 04:00:00+03:00,1.11724,1.11831,1.11697,1.11823,3783,0.00351,1.13042,1.13944,1.14468,-1.74186,-3.41521,-1.92692,-0.48419,-0.52382,-0.65094,-0.0080663190935675,-0.0127522960392763,-0.0046859769457087,30.705819182601477,0,0,-1,1.1679,1.11145,0.120106,True,0.0,0.0,1.1274595,0.0080515160226661,1.1113564679546677,1.1435625320453324,0,0,False,0,0
2015-03-02 08:00:00+03:00,1.11823,1.12176,1.11662,1.12161,11491,0.00362,1.13007,1.13919,1.14445,-1.19397,-2.79016,-1.68823,-0.51938,-0.53783,-0.6959,-0.0081311685880118,-0.0128208557341679,-0.004689687146156,39.67434464605895,1,0,-1,1.1679,1.11145,0.179982,True,1.11831,1.12111,1.1268165,0.0079753299057378,1.110865840188524,1.1427671598114757,0,0,False,0,1
2015-03-02 12:00:00+03:00,1.12158,1.12402,1.12111,1.1223,13435,0.00357,1.12977,1.13896,1.14423,-1.05019,-2.6088,-1.64989,-0.51163,-0.54923,-0.69948,-0.0081885413882206,-0.0128842555466454,-0.0046957141584247,41.34335328997888,1,0,-1,1.1679,1.11145,0.192205,True,0.0,0.0,1.1261930000000002,0.0078064663479836,1.110580067304033,1.1418059326959675,0,0,False,0,1
2015-03-02 16:00:00+03:00,1.12228,1.12342,1.11762,1.11771,12768,0.00373,1.1293,1.13867,1.14396,-1.58632,-3.20435,-1.99743,-0.49694,-0.56586,-0.71257,-0.0083832121033184,-0.013116103461542,-0.0047328913582235,34.50453592006192,-1,0,-1,1.1679,1.11145,0.110895,False,1.11978,1.12111,1.1252405,0.0076089701046021,1.1100225597907956,1.1404584402092042,0,0,False,0,1
2015-03-02 20:00:00+03:00,1.11773,1.11978,1.11772,1.11824,5993,0.00361,1.12886,1.13839,1.14371,-1.41932,-3.01893,-1.98004,-0.48398,-0.58077,-0.72479,-0.0085223207898125,-0.0132797968235799,-0.0047574760337673,35.82459030711635,0,0,-1,1.1679,1.11145,0.120283,True,0.0,0.0,1.1244105,0.0074094914059493,1.1095915171881012,1.1392294828118987,0,0,False,0,1
2015-03-03 00:00:00+03:00,1.11835,1.11937,1.11762,1.11932,3777,0.00348,1.12849,1.13812,1.14346,-1.19864,-2.76918,-1.91312,-0.46834,-0.58785,-0.73787,-0.0086034378015223,-0.0133741914733944,-0.0047707536718721,38.54281788153067,0,0,-1,1.1679,1.11145,0.139415,True,0.0,0.0,1.123563,0.0069358375959934,1.109691324808013,1.1374346751919868,0,0,False,0,1
2015-03-03 04:00:00+03:00,1.11931,1.12002,1.1188,1.11974,5627,0.00332,1.12815,1.13787,1.14323,-1.09208,-2.62864,-1.90016,-0.45618,-0.59406,-0.7475,-0.0086805865647382,-0.0134674120778037,-0.0047868255130655,39.614000801132434,1,0,-1,1.1679,1.11145,0.146856,True,0.0,0.0,1.122747,0.0063209518770263,1.110105096245947,1.1353889037540523,0,0,False,0,1
2015-03-03 08:00:00+03:00,1.11974,1.12118,1.11696,1.11717,12321,0.00338,1.12771,1.13758,1.14297,-1.36141,-2.90013,-2.12647,-0.45636,-0.6055,-0.75715,-0.0088348237063294,-0.0136595146665234,-0.004824690960194,35.532791738581146,-1,0,-1,1.1679,1.11145,0.101329,False,1.11767,1.1188,1.121783,0.005543507439965,1.11069598512007,1.13287001487993,0,0,False,0,1
2015-03-03 12:00:00+03:00,1.11719,1.11767,1.11545,1.11696,13631,0.0033,1.12729,1.1373,1.14271,-1.33161,-2.83236,-2.16281,-0.45741,-0.61694,-0.76766,-0.0089618249534451,-0.0138053287494628,-0.0048435037960176,35.21354917404139,0,0,-1,1.1679,1.11145,0.097609,False,0.0,0.0,1.1208165,0.0044603802941597,1.1118957394116802,1.1297372605883196,0,0,False,0,0
2015-03-03 16:00:00+03:00,1.11697,1.12171,1.11697,1.12009,14265,0.0034,1.12701,1.13706,1.14248,-0.89512,-2.33386,-1.91183,-0.43729,-0.62575,-0.77471,-0.0089724932817897,-0.013811390156148,-0.0048388968743582,43.37897624288563,1,0,-1,1.1679,1.11145,0.153056,True,0.0,0.0,1.1199575,0.0022130875669654,1.115531324866069,1.124383675133931,0,0,False,0,1
2015-03-03 20:00:00+03:00,1.1201,1.12027,1.11722,1.11752,7147,0.00338,1.12664,1.13679,1.14224,-1.16729,-2.60949,-2.13673,-0.42776,-0.63546,-0.78263,-0.0090826114968858,-0.0139594817094994,-0.0048768702126136,39.02928184988468,0,0,-1,1.1679,1.11145,0.107529,False,0.0,0.0,1.1195419999999998,0.0017926710445017,1.1159566579109963,1.1231273420890031,0,0,False,0,1
2015-03-04 00:00:00+03:00,1.11742,1.11852,1.11734,1.11785,3768,0.00322,1.12629,1.13653,1.14199,-1.07573,-2.49375,-2.0939,-0.4094,-0.64168,-0.79228,-0.0091604419197567,-0.0140448181777519,-0.0048843762579952,39.86312772173792,0,0,-1,1.1679,1.11145,0.113375,True,0.0,0.0,1.119463,0.00183224366344,1.11579851267312,1.1231274873268802,0,0,False,0,1
2015-03-04 04:00:00+03:00,1.11784,1.11802,1.11637,1.1169,3390,0.00311,1.12593,1.13626,1.14174,-1.14087,-2.54661,-2.16678,-0.3972,-0.65313,-0.79848,-0.0092488136807233,-0.0141552511415524,-0.004906437460829,38.24170566738894,-1,0,-1,1.1679,1.11145,0.096546,False,0.0,0.0,1.1193205000000002,0.001917587505752,1.115485324988496,1.1231556750115044,0,0,False,0,1
2015-03-04 08:00:00+03:00,1.1169,1.11771,1.11153,1.11302,13576,0.00333,1.12542,1.13594,1.14146,-1.53636,-2.94171,-2.48654,-0.41148,-0.66808,-0.80558,-0.0094517618731018,-0.0144112414871249,-0.004959479614023,32.43838314160172,-1,0,-1,1.1679,1.11145,0.027812,False,1.1144,1.11637,1.118952,0.0023586606369107,1.1142346787261783,1.1236693212738214,-1,0,False,0,1
2015-03-04 12:00:00+03:00,1.11304,1.1144,1.11156,1.1134,14710,0.00329,1.12495,1.13563,1.14118,-1.40889,-2.78976,-2.43771,-0.42664,-0.6839,-0.82043,-0.0095922399856296,-0.0145769714388361,-0.0049847314532065,33.50272189727985,0,0,-1,1.1679,1.11145,0.034544,True,0.0,0.0,1.1185485,0.0025846760460977,1.1133791479078046,1.123717852092195,0,0,False,0,1
2015-03-04 16:00:00+03:00,1.1134,1.11342,1.10615,1.10724,17279,0.00358,1.12425,1.13524,1.14084,-1.97924,-3.39147,-2.94269,-0.44718,-0.70758,-0.83877,-0.0099255807232398,-0.0149832014739352,-0.0050576207506954,26.27626686104109,-1,0,-1,1.15332,1.10615,0.023108,False,1.10794,1.11156,1.117806,0.0034886604275943,1.1108286791448114,1.1247833208551887,-1,-1,False,0,1
2015-03-04 20:00:00+03:00,1.10725,1.10794,1.10637,1.10767,6240,0.00343,1.1236,1.13486,1.14051,-1.77918,-3.18975,-2.8614,-0.46596,-0.7304,-0.85625,-0.0101654824993003,-0.0152662796681321,-0.0051007971688318,27.452624414986428,0,0,-1,1.15332,1.10615,0.032224,True,0.0,0.0,1.11706,0.0039733705697213,1.1091132588605572,1.1250067411394429,-1,-1,False,0,1
2015-03-05 00:00:00+03:00,1.10772,1.10845,1.10703,1.10708,3946,0.00329,1.12296,1.13447,1.14018,-1.73886,-3.11571,-2.86027,-0.49004,-0.7567,-0.8746,-0.0103967192976118,-0.0155544314774,-0.0051577121797881,26.82026593563361,0,0,-1,1.15332,1.10615,0.019716,False,0.0,0.0,1.1164425000000002,0.0045091904688457,1.1074241190623089,1.1254608809376916,-1,-1,False,0,1
2015-03-05 04:00:00+03:00,1.10709,1.1077,1.10547,1.10551,4932,0.00321,1.12227,1.13407,1.13983,-1.79096,-3.14556,-2.94268,-0.52121,-0.78215,-0.88866,-0.0106738066593697,-0.0158840716049604,-0.0052102649455907,25.159480701074656,-1,0,-1,1.15332,1.10547,0.000836,False,1.1061,1.10703,1.1157395,0.0050584858094424,1.105622528381115,1.1258564716188848,-1,-1,False,0,0
